,Id,Alley,Fence,SalePrice,LotArea,OverallQual,YearRemodAdd,YearBuilt,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,GarageCars,Fireplaces,WoodDeckSF,OpenPorchSF,SaleCondition,KitchenQual,Heating,GarageType
726,727,,,222000,21695,6,2007,1988,260.0,880,1680,2,2,1,292,44,Normal,Gd,GasA,Attchd
727,728,,,194500,7314,7,2007,2007,82.0,1232,1232,2,2,0,132,0,Normal,Gd,GasA,Attchd
728,729,,,110000,11475,5,1958,1958,95.0,1584,1776,2,3,0,0,25,Abnorml,TA,GasA,Detchd
729,730,Grvl,,103000,6240,4,1950,1925,0.0,780,1208,1,2,0,0,23,Normal,TA,GasA,Detchd
730,731,,,236500,5389,8,1996,1995,0.0,1595,1616,2,2,1,237,152,Normal,Gd,GasA,Attchd
731,732,,,187500,9590,7,2003,2003,442.0,868,1146,2,2,1,160,22,Normal,Gd,GasA,Attchd
732,733,,,222500,11404,7,1999,1998,202.0,1153,2031,2,2,1,192,84,Normal,Gd,GasA,Attchd
733,734,,GdWo,131400,10000,5,1983,1961,0.0,864,1144,1,1,1,165,0,Normal,TA,GasA,Attchd
734,735,,,108000,8978,5,1968,1968,0.0,948,948,1,1,0,147,0,Family,TA,GasA,Attchd
735,736,,,163000,10800,7,1970,1914,0.0,880,1768,1,2,2,0,341,Normal,TA,GasW,Detchd
736,737,,,93500,8544,3,1950,1950,0.0,0,1040,2,2,0,0,0,Normal,TA,GasA,Detchd
737,738,,,239900,10463,8,2005,2005,0.0,893,1801,2,3,1,0,116,Normal,Gd,GasA,Attchd
738,739,,,179000,10800,5,1988,1987,0.0,1200,1200,3,0,0,120,0,Alloca,TA,GasA,
739,740,,,190000,9313,7,2004,2004,0.0,864,1728,2,2,0,187,56,Normal,Gd,GasA,Attchd
740,741,Grvl,GdPrv,132000,9600,5,2002,1910,0.0,264,1432,2,2,0,270,0,Abnorml,TA,GasA,Detchd
741,742,,GdPrv,142000,6768,6,1996,1961,0.0,912,912,1,1,0,168,0,Normal,Gd,GasA,Detchd
742,743,,GdPrv,179000,8450,7,2001,2000,108.0,1349,1349,2,2,0,120,55,Normal,TA,GasA,Attchd
743,744,,,175000,12886,5,1999,1963,0.0,520,1464,2,2,1,302,0,Normal,TA,GasA,Attchd
744,745,,,180000,5395,8,1993,1993,0.0,1337,1337,2,2,1,96,0,Normal,Gd,GasA,Attchd
745,746,,,299800,8963,8,1996,1976,289.0,1142,2715,3,2,2,0,204,Normal,Gd,GasA,BuiltIn
746,747,,,236000,8795,7,2000,2000,0.0,952,2256,2,2,1,224,54,Normal,Gd,GasA,BuiltIn
747,748,Pave,,265979,11700,7,2003,1880,0.0,1240,2640,1,4,1,181,0,Normal,Gd,GasW,Detchd
748,749,,,260400,10593,7,1996,1996,338.0,1720,1720,2,2,1,240,56,Normal,Gd,GasA,Attchd
749,750,,,98000,8405,4,1950,1945,0.0,0,1529,2,1,0,92,0,Normal,TA,Wall,Detchd
750,751,Grvl,,96500,8800,4,2004,1910,0.0,576,1140,1,0,0,0,160,Normal,TA,GasA,
751,752,,,162000,7750,7,2003,2003,0.0,660,1320,2,2,0,0,48,Normal,Gd,GasA,Attchd
752,753,,,217000,9236,6,1997,1997,0.0,1479,1494,2,2,0,168,27,Normal,Gd,GasA,Attchd
753,754,,,275500,10240,8,2005,2005,178.0,1030,2098,2,3,1,192,52,Normal,Ex,GasA,Attchd
754,755,,,156000,7930,6,2005,1969,0.0,1026,1026,1,2,0,171,48,Normal,Gd,GasA,Detchd
755,756,Pave,,172500,3230,6,1999,1999,894.0,729,1471,2,2,0,0,24,Normal,TA,GasA,Detchd
756,757,,,212000,10769,8,2007,2007,0.0,866,1768,2,2,0,144,105,Normal,Gd,GasA,Attchd
757,758,,GdPrv,158900,11616,6,1978,1978,328.0,672,1386,2,2,1,335,0,Abnorml,TA,GasA,Attchd
758,759,Pave,,179400,2280,7,1999,1999,360.0,744,1501,2,2,0,0,0,Normal,TA,GasA,Detchd
759,760,,,290000,12257,8,1995,1995,513.0,1318,2531,2,3,1,222,98,Normal,Gd,GasA,Attchd
760,761,,,127500,9100,6,1959,1959,0.0,864,864,1,1,0,0,0,Normal,TA,GasA,Detchd
761,762,,,100000,6911,5,1950,1924,0.0,1145,1301,1,2,0,0,0,Normal,Fa,GasA,Detchd
762,763,,,215200,8640,7,2009,2009,0.0,756,1547,2,2,0,169,45,Normal,Gd,GasA,Attchd
763,764,,,337000,9430,8,1999,1999,673.0,1252,2365,2,3,1,0,128,Normal,Gd,GasA,Attchd
764,765,,,270000,9549,8,1996,1995,0.0,1494,1494,1,2,1,0,30,Normal,Ex,GasA,Attchd
765,766,,,264132,14587,9,2008,2008,284.0,1498,1506,2,2,1,0,174,Partial,Ex,GasA,Attchd
766,767,,MnPrv,196500,10421,7,1988,1988,42.0,980,1714,2,2,1,228,66,Normal,TA,GasA,Attchd
767,768,,,160000,12508,6,1985,1940,0.0,983,1750,2,1,0,245,0,Normal,TA,GasA,Attchd
768,769,,,216837,9100,7,2005,2004,0.0,1860,1836,2,2,1,120,33,Normal,Gd,GasA,Attchd
769,770,,,538000,53504,8,2003,2003,603.0,1650,3279,3,3,1,503,36,Normal,Ex,GasA,BuiltIn
770,771,,,134900,7252,5,1982,1982,0.0,858,858,1,2,0,120,0,Normal,TA,GasA,Detchd
771,772,,,102000,8877,4,1951,1951,0.0,836,1220,1,2,0,0,0,Normal,TA,GasA,Detchd
772,773,,MnPrv,107000,7819,6,1976,1976,0.0,1029,1117,1,2,1,144,0,Abnorml,TA,GasA,Detchd
773,774,,,114500,10150,5,1958,1958,1.0,912,912,1,1,0,0,0,Normal,TA,GasA,Attchd
774,775,,,395000,14226,8,2006,2006,375.0,1935,1973,2,3,1,315,45,Partial,Gd,GasA,Attchd
775,776,,,162000,4500,6,1998,1998,320.0,1204,1204,2,2,0,0,247,Normal,TA,GasA,Attchd
776,777,,,221500,11210,7,2006,2005,240.0,1614,1614,2,3,0,144,59,Partial,Gd,GasA,Attchd
777,778,,MnPrv,142500,13350,5,1974,1974,0.0,864,894,1,2,1,241,0,Normal,TA,GasA,Attchd
778,779,,,144000,8400,5,1977,1977,320.0,0,2020,2,2,2,0,0,Normal,TA,GasA,Detchd
779,780,,,135000,10530,6,1977,1977,90.0,975,1004,1,2,0,0,0,Normal,TA,GasA,Attchd
780,781,,,176000,7875,7,1996,1995,38.0,1237,1253,2,2,1,220,21,Normal,TA,GasA,Attchd
781,782,,,175900,7153,6,1992,1992,0.0,761,1603,2,2,0,0,124,Normal,Gd,GasA,Attchd
782,783,,,187100,16285,7,2002,2001,0.0,1413,1430,2,2,0,0,33,Normal,Gd,GasA,Attchd
783,784,,,165500,9101,5,1978,1978,104.0,1097,1110,1,2,1,303,30,Normal,Gd,GasA,Attchd
784,785,Grvl,,128000,6300,6,2001,1914,0.0,742,1484,2,0,1,0,291,Normal,TA,GasA,
785,786,,,161500,9790,6,1967,1967,0.0,1372,1342,2,2,1,0,0,Normal,TA,GasA,Attchd
786,787,,,139000,10800,5,1950,1915,0.0,686,1652,2,1,0,0,0,Normal,TA,GasA,Detchd
787,788,,,233000,10142,7,2004,2004,0.0,956,2084,2,2,0,0,45,Normal,Gd,GasA,BuiltIn
788,789,,,107900,6000,4,2000,1954,0.0,901,901,1,1,0,0,0,Normal,TA,GasA,Detchd
789,790,,,187500,12205,6,2007,1966,157.0,832,2087,2,2,0,133,168,Normal,Gd,GasA,Attchd
790,791,,,160200,3182,7,2006,2005,11.0,1145,1145,2,2,1,100,16,Normal,Gd,GasA,Attchd
791,792,,,146800,11333,6,1976,1976,0.0,1029,1062,1,2,2,120,0,Normal,TA,GasA,Attchd
792,793,,,269790,9920,7,1997,1996,0.0,1117,2013,2,2,1,180,130,Normal,TA,GasA,Attchd
793,794,,,225000,9158,8,2007,2007,140.0,1496,1496,2,2,0,168,130,Partial,Gd,GasA,Attchd
794,795,,,194500,10832,7,1996,1994,0.0,712,1895,2,2,1,143,46,Normal,Gd,GasA,Attchd
795,796,,MnPrv,171000,8400,6,1981,1980,130.0,650,1564,2,2,1,0,50,Normal,TA,GasA,Attchd
796,797,,MnPrv,143500,8197,6,1977,1977,148.0,660,1285,1,2,1,138,0,Normal,TA,GasA,Attchd
797,798,,,110000,7677,5,1953,1953,0.0,773,773,1,1,0,0,0,Abnorml,TA,GasA,Attchd
798,799,,,485000,13518,9,2009,2008,860.0,1926,3140,3,3,2,144,78,Partial,Ex,GasA,BuiltIn
799,800,,MnPrv,175000,7200,5,1950,1937,252.0,731,1768,1,1,2,0,0,Normal,Gd,GasA,Detchd
800,801,,,200000,12798,6,1997,1997,0.0,616,1688,2,2,0,403,114,Normal,Gd,GasA,Attchd
801,802,,,109900,4800,4,1990,1916,0.0,1196,1196,1,2,0,0,0,Normal,TA,GasA,Detchd
802,803,,,189000,8199,7,2005,2005,0.0,728,1456,2,2,1,36,18,Normal,Gd,GasA,Attchd
803,804,,,582933,13891,9,2009,2008,424.0,1734,2822,3,3,1,52,170,Partial,Ex,GasA,BuiltIn
804,805,,GdWo,118000,9000,5,1954,1954,0.0,936,1128,1,1,0,0,0,Family,TA,GasA,Attchd
805,806,,,227680,12274,7,2008,2008,256.0,1417,1428,2,2,0,0,60,Partial,Ex,GasA,Attchd
806,807,,,135500,9750,5,1967,1967,0.0,980,980,2,1,0,68,0,Normal,TA,GasA,Attchd
807,808,,,223500,21384,5,2004,1923,0.0,1324,1576,1,2,1,0,312,Normal,Gd,GasA,Attchd
808,809,,GdWo,159950,13400,5,1966,1966,1047.0,1024,1086,1,2,1,0,0,Normal,TA,GasA,Attchd
809,810,,MnPrv,106000,8100,5,1965,1898,0.0,849,2138,2,2,0,40,156,Normal,TA,GasA,Detchd
810,811,,GdPrv,181000,10140,6,1999,1974,99.0,1040,1309,1,2,1,265,0,Normal,Gd,GasA,Attchd
811,812,,,144500,4438,6,2004,2004,169.0,848,848,1,2,1,140,0,Normal,Gd,GasA,Attchd
812,813,,,55993,8712,5,1952,1952,0.0,540,1044,1,2,0,0,0,Alloca,Fa,GasA,Basment
813,814,,,157900,9750,6,1958,1958,243.0,1442,1442,1,1,0,0,0,Normal,TA,GasA,Attchd
814,815,Grvl,,116000,8248,5,1950,1918,0.0,686,1250,1,1,0,207,0,Normal,Fa,GasW,Detchd
815,816,,,224900,12137,7,1998,1998,442.0,1649,1661,2,2,0,0,34,Normal,Gd,GasA,Attchd
816,817,,,137000,11425,5,1954,1954,0.0,1008,1008,1,1,1,0,0,Normal,TA,GasA,Attchd
817,818,,,271000,13265,8,2002,2002,148.0,1568,1689,2,3,2,150,59,Normal,Gd,GasA,Attchd
818,819,,MnPrv,155000,8816,6,1971,1971,80.0,1010,1052,1,2,0,0,0,Normal,TA,GasA,Attchd
819,820,,,224000,6371,7,2010,2009,128.0,1358,1358,2,2,1,192,35,Partial,Gd,GasA,Attchd
820,821,,,183000,7226,7,2003,2003,0.0,798,1640,2,2,0,0,45,Normal,Gd,GasA,Attchd
821,822,Pave,,93000,6000,4,1953,1953,0.0,936,936,1,2,0,0,32,Normal,TA,GasA,Detchd
822,823,,,225000,12394,7,2003,2003,0.0,847,1733,2,2,1,100,48,Family,Gd,GasA,BuiltIn
823,824,,GdWo,139500,9900,6,1950,1940,0.0,778,1489,2,1,1,335,0,Normal,TA,GasA,Detchd
824,825,,,232600,11216,8,2006,2006,0.0,1489,1489,2,2,1,0,140,Partial,Gd,GasA,Attchd
825,826,,,385000,14803,10,2008,2007,816.0,2078,2084,2,3,1,188,45,Partial,Ex,GasA,Attchd
826,827,,,109500,6130,5,1950,1924,0.0,784,784,1,0,0,0,0,Normal,Gd,GasA,
827,828,,,189000,8529,7,2001,2001,0.0,1454,1434,2,2,1,290,39,Normal,Gd,GasA,Attchd
828,829,,,185000,28698,5,1967,1967,0.0,1013,2126,2,2,0,486,0,Abnorml,TA,GasA,Attchd
829,830,Pave,,147400,2544,7,2005,2005,0.0,600,1223,2,2,0,0,166,Normal,Gd,GasA,Detchd
830,831,,,166000,11900,6,1957,1957,387.0,1392,1392,1,2,2,0,0,Normal,TA,GasA,Attchd
831,832,Pave,,151000,3180,7,2005,2005,0.0,600,1200,2,2,0,0,166,Normal,Gd,GasA,Detchd
832,833,,,237000,9548,7,2003,2003,223.0,941,1829,2,2,1,192,39,Normal,Gd,GasA,Attchd
833,834,,,167000,10004,6,1964,1964,180.0,1516,1516,1,2,0,0,0,Normal,TA,GasA,Attchd
834,835,,GdWo,139950,7875,5,1961,1961,136.0,1144,1144,1,2,0,0,0,Normal,TA,GasA,Attchd
835,836,,,128000,9600,4,1995,1950,0.0,1067,1067,2,2,0,290,0,Normal,Gd,GasA,Attchd
836,837,Pave,GdWo,153500,8100,5,1973,1948,0.0,1559,1559,1,2,0,0,116,Normal,TA,GasA,Detchd
837,838,,,100000,1680,6,1973,1973,158.0,483,987,1,1,0,0,0,Normal,TA,GasA,Detchd
838,839,,,144000,9525,5,2006,1995,0.0,1099,1099,1,1,0,278,0,Normal,Gd,GasA,Attchd
839,840,,,130500,11767,5,1995,1946,0.0,768,1200,1,1,0,0,0,Normal,TA,GasA,Detchd
840,841,,,140000,12155,6,1950,1925,0.0,672,1482,2,1,0,0,0,Normal,Fa,GasA,Detchd
841,842,Grvl,,157500,10440,5,2002,1904,0.0,650,1539,2,2,1,70,78,Normal,Gd,GasA,Detchd
842,843,,GdPrv,174900,9020,6,1966,1966,183.0,1127,1165,1,2,0,0,129,Normal,TA,GasA,Attchd
843,844,,,141000,8000,5,1961,1961,0.0,1800,1800,2,0,0,0,0,Normal,TA,GasA,
844,845,Grvl,,153900,12665,5,1950,1915,0.0,876,1416,1,3,1,418,0,Normal,TA,GasA,Detchd
845,846,,,171000,16647,5,1981,1975,0.0,1390,1701,2,2,2,0,0,Normal,TA,GasA,Basment
846,847,,,213000,9317,7,1993,1993,137.0,740,1775,2,2,1,234,72,Normal,Gd,GasA,Attchd
847,848,,,133500,15523,5,1972,1972,0.0,864,864,1,1,1,0,0,Normal,TA,GasA,Attchd
848,849,,,240000,45600,6,1997,1908,0.0,907,2358,3,2,1,486,40,Normal,TA,GasA,Detchd
849,850,,,187000,9600,6,1994,1976,360.0,528,1855,2,2,1,113,100,Normal,TA,GasA,Attchd
850,851,,,131500,4435,6,2003,2003,170.0,848,848,1,2,0,140,0,Normal,Gd,GasA,Attchd
851,852,,,215000,3196,8,2003,2003,40.0,1273,1456,2,2,1,143,20,Normal,Gd,GasA,Attchd
852,853,,MnPrv,164000,7128,7,1950,1941,0.0,918,1646,2,1,2,0,0,Normal,TA,GasA,Detchd
853,854,,MnPrv,158000,12095,6,1964,1964,115.0,1127,1445,1,2,1,180,0,Normal,TA,GasA,Attchd
854,855,,,170000,17920,5,1974,1955,0.0,1763,1779,1,2,1,0,418,Abnorml,TA,GasA,Attchd
855,856,,,127000,6897,5,2010,1962,0.0,1040,1040,1,1,0,0,104,Normal,TA,GasA,Detchd
856,857,,MnPrv,147000,10970,6,1978,1978,0.0,940,1026,1,2,0,0,0,Normal,TA,GasA,Detchd
857,858,,,174000,8125,6,1995,1994,0.0,702,1481,2,2,1,0,36,Normal,TA,GasA,Attchd
858,859,,MnPrv,152000,10400,7,1976,1976,189.0,1090,1370,2,2,1,0,0,Family,TA,GasA,Attchd
859,860,,,250000,11029,6,1984,1968,220.0,1054,2654,2,2,1,0,65,Normal,Gd,GasA,Attchd
860,861,,GdPrv,189950,7642,7,1998,1918,0.0,912,1426,1,1,1,0,240,Normal,Gd,GasA,Detchd
861,862,,,131500,11625,5,1965,1965,0.0,1039,1039,1,2,0,0,0,Normal,TA,GasA,Attchd
862,863,,GdPrv,152000,9672,6,1985,1984,0.0,1040,1097,2,2,0,0,0,Normal,TA,GasA,Attchd
863,864,,GdPrv,132500,7931,5,1959,1959,0.0,1148,1148,1,1,0,0,0,Normal,TA,GasA,Attchd
864,865,,,250580,8640,7,2008,2007,0.0,1372,1372,2,2,0,0,140,Partial,Gd,GasA,Attchd
865,866,,MnPrv,148500,8750,5,1970,1970,76.0,1002,1002,1,2,0,0,0,Normal,TA,GasA,Detchd
866,867,,,248900,10656,8,2007,2006,274.0,1638,1646,2,3,1,192,80,Partial,Gd,GasA,Attchd
867,868,,,129000,6970,4,1961,1961,0.0,1040,1120,1,2,0,168,0,Normal,Fa,GasA,Attchd
868,869,,,169000,14762,5,1950,1948,0.0,0,2320,2,2,1,120,144,Normal,TA,GasA,Attchd
869,870,,GdPrv,236000,9938,7,1994,1993,246.0,1050,1949,2,2,1,156,90,Normal,Gd,GasA,Attchd
870,871,,,109500,6600,5,1962,1962,0.0,894,894,1,1,0,0,0,Normal,TA,GasA,Detchd
871,872,,,200500,8750,6,1998,1998,116.0,804,1682,2,2,0,0,77,Normal,Gd,GasA,Attchd
872,873,,GdWo,116000,8892,5,1996,1953,0.0,105,910,1,2,0,196,0,Normal,Gd,GasA,Attchd
873,874,,,133000,12144,5,1950,1949,0.0,832,1268,1,1,1,0,28,Normal,TA,GasA,Attchd
874,875,,,66500,5720,5,1950,1941,0.0,676,1131,1,1,0,26,0,Abnorml,TA,GasA,Detchd
875,876,,,303477,9000,8,2007,2007,0.0,1184,2610,2,2,1,208,364,Partial,Ex,GasA,BuiltIn
876,877,,,132250,25286,4,1963,1963,0.0,1064,1040,1,2,0,0,0,Normal,TA,GasA,Attchd
877,878,,,350000,8834,9,2005,2004,216.0,1462,2224,2,3,1,184,0,Normal,Ex,GasA,Attchd
878,879,,MnPrv,148000,11782,5,1995,1961,0.0,1109,1155,1,2,0,192,0,Normal,Gd,GasA,Detchd
879,880,,GdWo,136500,7000,5,2005,1978,90.0,864,864,1,1,0,0,0,Normal,TA,GasA,Attchd
880,881,,,157000,7024,5,2006,2005,0.0,1090,1090,1,2,0,0,49,Normal,TA,GasA,Attchd
881,882,,,187500,13758,7,1991,1990,117.0,1156,1717,2,2,1,168,36,Normal,Gd,GasA,Attchd
882,883,,MnPrv,178000,9636,6,1993,1992,0.0,808,1593,2,2,1,342,40,Normal,TA,GasA,BuiltIn
883,884,,,118500,6204,4,1950,1912,0.0,795,2230,1,1,0,0,188,Normal,TA,GasA,Detchd
884,885,,GdWo,100000,7150,5,1967,1967,60.0,892,892,1,1,0,0,0,Normal,TA,GasA,Attchd
885,886,,,328900,5119,9,2000,1999,60.0,1698,1709,2,2,1,97,65,Abnorml,Gd,GasA,Attchd
886,887,,,145000,8393,5,2005,1959,122.0,1626,1712,2,2,0,272,54,Family,TA,GasA,Attchd
887,888,,,135500,16466,5,1955,1955,0.0,816,1393,1,1,0,121,0,Normal,TA,GasA,Attchd
888,889,,,268000,15865,8,1970,1970,0.0,2217,2217,2,2,1,81,207,Normal,Gd,GasA,Attchd
889,890,,,149500,12160,6,1953,1953,90.0,1505,1505,1,2,1,0,0,Normal,TA,GasA,Attchd
890,891,,MnPrv,122900,8064,5,2006,1949,0.0,672,924,1,2,1,0,0,Normal,TA,GasA,Detchd
891,892,,,172500,11184,6,1978,1978,92.0,918,1683,2,2,1,243,0,Normal,TA,GasA,Attchd
892,893,,MnPrv,154500,8414,6,2003,1963,0.0,1059,1068,1,1,0,192,0,Normal,TA,GasA,Attchd
893,894,,GdPrv,165000,13284,5,1954,1954,0.0,1383,1383,1,1,1,511,116,Normal,TA,GasA,Attchd
894,895,,,118858,7018,5,1979,1979,0.0,0,1535,2,2,0,0,0,Alloca,TA,GasA,Attchd
895,896,,,140000,7056,6,1963,1963,415.0,780,1796,1,2,1,0,50,Normal,TA,GasA,Attchd
896,897,Grvl,,106500,8765,4,1950,1936,0.0,951,951,1,1,0,0,28,Abnorml,TA,GasA,Detchd
897,898,,,142953,7018,5,1979,1979,0.0,0,2240,2,2,0,154,0,Alloca,TA,GasA,Detchd
898,899,,,611657,12919,9,2010,2009,760.0,2330,2364,2,3,2,0,67,Partial,Ex,GasA,Attchd
899,900,,,135000,6993,5,1994,1961,0.0,912,1236,1,1,1,0,0,Normal,TA,GasA,Attchd
900,901,,,110000,7340,4,1971,1971,0.0,858,858,1,1,0,0,0,Normal,TA,GasA,Detchd
901,902,,,153000,8712,5,2000,1957,0.0,992,1306,1,1,0,0,0,Normal,TA,GasA,Detchd
902,903,,,180000,7875,7,2003,2003,0.0,783,1509,2,2,1,0,75,Normal,Gd,GasA,Attchd
903,904,,,240000,14859,7,2006,2006,27.0,1670,1670,2,3,1,144,60,Partial,Gd,GasA,Attchd
904,905,,MnPrv,125500,6173,5,1967,1967,75.0,876,902,1,1,0,0,0,Normal,TA,GasA,Attchd
905,906,,MnPrv,128000,9920,5,1954,1954,110.0,1056,1063,1,1,0,0,0,Normal,TA,GasA,Attchd
906,907,,,255000,13501,8,2006,2006,208.0,1623,1636,2,3,1,0,60,Normal,Gd,GasA,Attchd
907,908,,,250000,11500,7,1987,1936,0.0,1017,2057,1,1,1,0,0,Normal,Gd,GasA,Attchd
908,909,,MnPrv,131000,8885,5,1983,1983,0.0,864,902,1,2,0,164,0,Normal,TA,GasA,Attchd
909,910,,,174000,12589,6,2005,2005,0.0,742,1484,2,2,1,36,24,Normal,Gd,GasA,Attchd
910,911,,,154300,11600,5,1960,1960,361.0,1105,2274,2,2,0,0,0,Normal,TA,GasA,Detchd
911,912,,,143500,9286,5,1989,1977,0.0,1268,1268,1,1,0,173,0,Normal,Gd,GasA,Detchd
912,913,,MnPrv,88000,6120,5,1950,1925,0.0,768,1015,1,1,0,0,0,Abnorml,TA,GasA,Detchd
913,914,,,145000,6270,5,1950,1949,0.0,1001,2002,2,3,0,0,0,Normal,TA,GasA,2Types
914,915,Pave,,173733,3000,6,2009,2009,76.0,612,1224,2,2,0,0,234,Partial,Gd,GasA,Detchd
915,916,,,75000,2001,4,1970,1970,80.0,546,1092,1,1,0,0,0,Normal,TA,GasA,Attchd
916,917,,,35311,9000,2,1950,1949,0.0,480,480,0,1,0,0,0,Abnorml,TA,GasA,Detchd
917,918,,,135000,17140,4,1956,1956,0.0,1134,1229,1,1,0,0,0,Normal,TA,GasA,Attchd
918,919,,GdPrv,238000,13125,7,1991,1991,0.0,1104,2127,2,3,1,72,192,Normal,Gd,GasA,Attchd
919,920,,,176500,11029,6,2002,1958,0.0,1184,1414,1,2,1,0,51,Normal,TA,GasA,Attchd
920,921,,,201000,8462,6,1994,1994,105.0,928,1721,2,2,0,300,87,Normal,Gd,GasA,Attchd
921,922,,GdPrv,145900,8777,5,2003,1900,0.0,1272,2200,2,0,0,0,70,Normal,TA,GasA,
922,923,,,169990,10237,6,2006,2005,0.0,1316,1316,2,2,1,100,0,Partial,Gd,GasA,Attchd
923,924,,,193000,8012,6,1994,1993,0.0,1604,1617,2,2,1,0,69,Normal,Gd,GasA,Attchd
924,925,,,207500,10240,6,1980,1980,157.0,1686,1686,2,2,1,384,131,Normal,TA,GasA,Attchd
925,926,,,175000,15611,5,1977,1977,0.0,1126,1126,2,2,0,180,0,Abnorml,Ex,GasA,Attchd
926,927,,,285000,11999,8,2004,2003,340.0,1181,2374,2,3,1,104,100,Normal,Ex,GasA,BuiltIn
927,928,,GdPrv,176000,9900,7,1968,1968,342.0,832,1978,2,2,1,0,43,Normal,TA,GasA,Attchd
928,929,,,236500,11838,8,2001,2001,0.0,1753,1788,2,2,1,202,151,Normal,Ex,GasA,Attchd
929,930,,,222000,13006,7,1997,1997,285.0,964,2236,2,2,1,0,0,Normal,Gd,GasA,BuiltIn
930,931,,,201000,8925,8,2007,2007,0.0,1466,1466,2,3,0,100,18,Normal,Gd,GasA,Attchd
931,932,,GdWo,117500,9100,5,1965,1965,0.0,925,925,1,1,0,0,0,Normal,TA,GasA,Detchd
932,933,,,320000,11670,9,2006,2006,302.0,1905,1905,2,3,1,0,191,Normal,Ex,GasA,Attchd
933,934,,,190000,8487,7,2004,2004,210.0,1500,1500,2,2,0,192,36,Normal,Gd,GasA,Attchd
934,935,,,242000,27650,7,2007,1960,0.0,585,2069,2,2,1,0,0,Normal,Gd,GasA,Attchd
935,936,,,79900,5825,4,1953,1926,108.0,600,747,1,2,0,0,0,Normal,TA,GasA,Detchd
936,937,,,184900,10083,7,2003,2003,,1176,1200,2,2,0,0,41,Normal,Gd,GasA,Attchd
937,938,,,253000,9675,7,2005,2005,0.0,1113,1971,2,2,1,0,48,Normal,Gd,GasA,Attchd
938,939,,,239799,8760,7,2006,2006,0.0,1391,1962,2,3,0,0,90,Partial,Gd,GasA,Attchd
939,940,,,244400,24090,7,1950,1940,0.0,1032,2403,2,1,2,56,0,Normal,TA,GasA,Attchd
940,941,,,150900,12640,6,1976,1976,0.0,1728,1728,2,2,0,40,0,Normal,TA,GasA,Attchd
941,942,,GdPrv,214000,8755,7,1999,1999,298.0,992,2060,2,2,1,0,0,Normal,Gd,GasA,BuiltIn
942,943,,,150000,7711,4,1977,1977,0.0,1440,1440,2,0,0,321,0,Abnorml,TA,GasA,
943,944,,,143000,25000,5,1967,1967,0.0,1632,1632,2,2,0,0,0,Normal,TA,GasA,Attchd
944,945,,,137500,14375,6,1958,1958,541.0,819,1344,1,2,1,0,118,Abnorml,Gd,GasA,Basment
945,946,,MnWw,124900,8820,5,1996,1890,0.0,1088,1869,1,2,0,48,0,Normal,TA,GasA,Detchd
946,947,,,143000,8163,5,1959,1959,128.0,1144,1144,1,1,1,86,0,Normal,TA,GasA,Attchd
947,948,,,270000,14536,8,2003,2002,236.0,1616,1629,2,3,1,0,252,Normal,Gd,GasA,Attchd
948,949,,,192500,14006,7,2002,2002,144.0,936,1776,2,2,1,144,96,Normal,Gd,GasA,Attchd
949,950,,,197500,9360,6,2006,1972,0.0,1161,1381,1,2,1,0,0,Normal,Gd,GasA,Attchd
950,951,,,129000,7200,5,2002,1950,0.0,864,864,1,2,0,194,0,Normal,Gd,GasA,Detchd
951,952,,MnPrv,119900,7800,5,1965,1965,0.0,828,965,1,1,0,421,0,Abnorml,TA,GasA,Detchd
952,953,,MnPrv,133900,7200,5,2003,1972,0.0,768,768,1,1,0,192,0,Normal,TA,GasA,Detchd
953,954,,MnPrv,172000,11075,5,1969,1969,232.0,784,1968,2,2,1,305,189,Normal,TA,GasA,Attchd
954,955,,,127500,9400,6,1975,1975,250.0,945,980,2,0,0,0,0,AdjLand,TA,GasA,
955,956,,,145000,7136,6,1950,1946,423.0,979,1958,2,2,0,0,0,Normal,TA,GasA,Attchd
956,957,,GdPrv,124000,1300,6,1980,1980,0.0,561,1229,1,2,1,150,0,Normal,TA,GasA,Attchd
957,958,,,132000,7420,5,1962,1962,0.0,1057,1057,1,2,0,0,0,Normal,TA,GasA,Detchd
958,959,,,185000,8450,7,2003,2003,0.0,1337,1337,2,2,0,0,39,Normal,Gd,GasA,Attchd
959,960,,,155000,2572,7,1999,1999,0.0,696,1416,2,2,0,0,44,Normal,Gd,GasA,Detchd
960,961,,,116500,7207,5,2008,1958,0.0,858,858,1,0,0,117,0,Normal,TA,GasA,
961,962,,,272000,12227,6,1995,1977,424.0,1330,2872,2,2,1,550,282,Normal,TA,GasA,Attchd
962,963,,,155000,2308,6,1976,1976,0.0,804,1548,2,2,1,48,0,Normal,Gd,GasA,Detchd
963,964,,,239000,11923,9,2007,2007,0.0,1800,1800,2,2,0,288,136,Normal,Ex,GasA,Attchd
964,965,,,214900,11316,7,2003,2002,44.0,817,1894,2,2,1,0,40,Normal,Gd,GasA,BuiltIn
965,966,,,178900,10237,6,2007,2005,0.0,783,1484,2,2,1,0,72,Partial,Gd,GasA,Attchd
966,967,,,160000,9600,5,1950,1940,0.0,728,1308,1,1,2,0,70,Normal,TA,GasA,Detchd
967,968,,,135000,7390,5,1955,1955,151.0,1098,1098,1,1,0,0,0,Normal,TA,GasA,Attchd
