,news,target
815,"[stuff deleted...]

That's like saying that, since mathematics includes no instructions on
how to act, it is evil.  Atheism is not a moral system, so why should
it speak of instructions on how to act?  *Atheism is simply lack of
belief in God*.

  Plenty of theists

I think the argument that a particular theist system causes genocide
can be made more convincingly than an argument that atheism causes genocide.
This is because theist systems contain instructions on how to act,
and one or more of these can be shown to cause genocide.  However, since
the atheist set of instructions is the null set, how can you show that
atheism causes genocide?
--
David Choweller (davec@silicon.csci.csusb.edu)

There are scores of thousands of human insects who are
ready at a moment's notice to reveal the Will of God on
every possible subject.          --George Bernard Shaw.",0
816,"I've been to three talks in the last month which might be of interest. I've 
transcribed some of my notes below.  Since my note taking ability is by no means
infallible, please assume that all factual errors are mine.  Permission is 
granted to copy this without restriction.

Michael Sternberg, Cheif of Operations of RIMSAT, was invited to speak at an
informal lunch held by ACDIS here on the campus of the University of Illinois.
ACDIS is an organization on campus that deals with Arms Control, Disarmament and
International Security.  RIMSAT was considered an appropriate topic because the
company is using Russian launchers and satellites.  I think it also helped that
his daughter is a grad student in the International Relations program.

The concept behind RIMSAT apparently began when Matt Neilson (?) went to Tonga
to visit a friend.  While he was there, he somehow ended up visiting the king,
who happened to be a big TV fan.  Matt bought the King a satellite dish, which 
the king thought was really nifty.  Since Tonga has a GNP of about $70 million,
His Majesty asked if there was any way to make money off this.  Matt thought
there probably was, so at his suggestion, Tonga applied for 31 geosynchronous
satellite slots.  While this isn't entirely off the wall, it was very unusual,
seeing as Tonga was a tiny kingdom with no space program, and 31 is a lot of
slots.

The whole thing was debated in the appropriate regulatory agency and Carl
Hilliard (who is apparently a respected space lawyer) wrote several opinions
supporting Tonga's case.  Eventually Tonga ended up with 7 slots, ranging from 
70 E to 170 E (slots are designated by the longitude over which they reside).
According to Sternberg, four of these, from 130 E to 142 E are the best in the
world because they are excellently placed for communications between Hawaii and 
the Pacific Rim. 

RIMSAT was formed to use these slots. It was officially formed in Nevis as a tax
haven.  They tried for a few years to raise funds in the west, however, to
fill 7 slots with western satellites launched on western launchers would have
cost approximately $2 billion.  It's not easy to raise that kind of money.
Eventually, they hit upon the idea of using Russian hardware.  They began 
negotiating with Glavkosmos for hardware.  Mr Sternberg describes operating in 
Moscow in such harsh terms that I don't think I'll visit there for a long time.
Besides a significant lack of creature comforts, he was not happy with the way
that people operate.  For example ""everybody can sell you everything.""  
Everyone can show the proper documents and licenses that indicate they are the
only ones who have the authority to sell what ever you want to by.

Eventually, RIMSAT arranged a deal with Glavkosmos for 6 satellites at a cost
of $150 million.  However, Glavkosmos lost favor after the coup.  Sternberg
says that this is because they were basically a bunch of KGB operatives who 
went to trade shows and picked up lots of brochures.  Since Glavkosmos was
out of power, he had to renegotiate the deal with the new authorities.  He
again described life in a Moscow hotel in rather unfavorable terms.  Eventually,
he worked out a deal and on Dec 4, 1992 he met with Koptev, who heads the 
Russian space program, to sign the deal.  Koptev insisted on a few concessions
before signing and according to Sternberg he arranged these new rules to 
allow himself to form another company to do the exact same thing as RIMSAT.

The next step was to meet with the builders of the hardware, NPO Applied 
Mechanics -- NPO PM to use their acronym.  This organization is located in 
Siberia (can't figure out how to spell the town, I need an atlas) and has built
about 1500 vehicles since the dawn of the space age.  Sternberg commented that
siberians are very different from Musovites.  They are hard workers, honest
people who team up to get things done, very much like midwesterners.  At this
point there were some comments from the audience that agreed with his opinion on
both siberians and midwesterners :-)

Sternberg had lots of good things to say about NPO PM.  His company is 
apparently lookng for $100 million to invest in the firm to become 50% partners.It apparently costs the Russians about $4 million to build a satellite that
would sell for $50 million in the west.  If you want to give them 
specifications, they'll build you a satellite.  For the particular satellites
that RIMSAT will be using, costs run about $378,000 per transponder year.  This
compares to $810,000 t/y in the U.S.  They can sell their time for about $1.1
million compared to $2.6 million in the U.S.  RIMSAT will launch their 
satellites on Protons.  To get the best prices, they bought in bulk.  They 
have the rights to twelve launches, so if any of you need a lift I can give
you their address.  The first launch is scheduled for October and they are
getting one used satellite from the Russians, which is being moved into place
now.

Tidbits:

*  Sternberg says this kind of thing has to be done by entrepreneurs, not big
business because big business is just like what they have over there, except
that ""we have better paper, both in the bathroom and in the copier.""

*  Russian launches are self insured.  The promise to replace a failed launch
within 9 months.

*  Major investors in RIMSAT include Russell 20/20, which is a huge retirement
fund organization, Cellsat, which is a big telecom business in southeast Asia,
and a fund operated by some of the big names in U.S aerospace which he says is
sort of an insurance policy for them if this really takes off.

*  He downplayed the instabilites in the ex-USSR saying that we are worried
partly because we aren't used to seeing Russia as anything but an unvarying
monolith.  Italy gets a new government ""every two weeks"" but we don't worry 
because we're used to it.  He predicted that once we get used to seeing what
really goes on in Russia we won't worry about their stability as much.

*  Part of the problem with cooperative ventures is the problem of transfering
money.  The central bank has a policy of taking hard currency payments, putting
25% in their coffers and replacing the rest with the ""equivalent"" value in 
rubles.  To get around this, RIMSAT pays their hard currency into an Austrian
bank account.  NPO PM then pays their contractors with foreign currency so that
the only the contractors get swindled by the government.

*  One of the big problems RIMSAT has had is stonewalling by the western 
satellite industry.  However, Intelsat recently bought three of the same type
of satellites, which was rather reassuring.

*  The biggest worry most people have about russian satellites is the primitive
technology and shorter lifetime.  The older Gorizont (Horizon) satellites have
a lifetime of about 5 years, while the more modern Express satellites compare
well with western technology and last about 8 years.  While this is much 
shorter than 15 years for western satellites, Sternberg downplayed the 
difference.  At these prices they can afford to launch new ones.  In addition,
shorter lifetimes mean that they can replace their equipment with newer
technology so they will be able to compete better than older, out of date
hardware.
",1
817,"
Not quite true.  One of the instruments on Mars Observer will be searching
for potential fossil sites.   
",1
818,"
 How about this description: ""An object that is, at one time, both a
Euclidean square and a Euclidean circle""? I hold that no object satisfying
this description could exist. The description is inconsistent, and hence
describes an object that could not exist.
 Now, suppose someone pointed to a bicycle, and said, ""That object is,
at one time, both a Euclidean square and a Euclidean circle."" This does
not mean that the bicycle does not exist, it measn that the description
was incorrectly applied.
 
 The atheist says, ""The descriptions of God that I have been presented with
are contradictory, and hence describe something that cannot exist.""
 Now, your position (so far as I can gather) is that God exists, but the
descriptions atheists have been presented with are simply bad descriptions
of It.
 This is roughly analogous to someone who has never seen a bicycle, and,
when they ask for a description from people who claim to have seen one,
are told that it is a ""Euclidean circle-square"". Can they be blamed for
doubting rather strongly that this 'bicycle' exists at all?


 No kidding. :->

 Sincerely,

 Ray Ingles               ingles@engin.umich.edu",0
819,"
It was a test of the first reusable tool.


Pointy so they can find them or so they will stick into their pants better, and
be closer to their brains?",1
820,"I once read an article on  Computer technology  which stated that 
every new computer technology was actually lower and slower then what it
replaced.  Silicon was less  effective then the germanium  products
then available.   GaAs  was less capable then Silicon.  Multi-processors
were slower then  existent single processors.

What the argument was, though was that these new technologies promised either
theoretically future higher performance  or lower cost or higher densities.

I think that the DC-1  may g=fit into this same model.

ELV's can certainly launch more weight  then  a SSRT,  but 
an SSRT offers the prospect of  greater cycle times and  lower costs.

This is kind of a speculative posting,  but I thought i'd throw it out as
a hjistorical framework  for those interested in the project.",1
821,"
The first premise and the conclusion are not properly translated as identity
statements, since the ""is"" in those statements is the ""is"" of predication
rather than of identity.  Instead, they should be translated using a
predicate letter.  Using ""g"" to designate God and ""j"" to designate Jesus,
and the predicate letter ""E"" for the property of being eternal, the
first premise is Eg and the conclusion is Ej.
    The second premise appears to contain an ""is"" of identity, in which
case it can be properly symbolized as j = g.  But your remark that ""Jesus
is a subset of God"" suggests that strict identity is not desired here.
If, however, the first premise means that all members making up the set
God have the property of being eternal, the same conclusion follows.",0
822,"Does anyone know ifthe STS-56 email press kit was ever released?

-Tony Ryan, ""Astronomy & Space"", new International magazine, available from:
              Astronomy Ireland, P.O.Box 2888, Dublin 1, Ireland.
6 issues (one year sub.): UK 10.00 pounds, US$20 surface (add US$8 airmail).
ACCESS/VISA/MASTERCARD accepted (give number, expiration date, name&address).",1
823,,1
824,"
 I apologize for posting this. I thought it was only going to talk.origins.
I also took my definitions from a 1938 Websters.
 Nonetheless, the apparent past arguments over these words imply that like
'bimonthly' and 'biweekly' they have no commonly accepted definitions and
should be used with care.",0
825,"
I pondered it for all of ten seconds when I realised that since
we don't have any reliable statistics for sexual promiscuity,
and since the whole issue of ""depression"" isn't at all well 
defined for earlier centuries, you are probably talking crap.

Of course, you could pull a Mozumder on us, and say that people
who are having sex outside marriage are *defined* to be depressed.

I can't say I'd ever noticed, myself.",0
826,"Hey!? What happened to the solar sail race that was supposed to be
for Columbus+500?",1
827,"

The company was probably ""Public Missiles, Inc"" of Michigan.


Yup.


Nope, it's not illegal. It is, however, closely regulated. In order to 
purchase and use the big rocket motors required, it is necessary to be
one of the following:
a) An employee of a government agency.
b) An employee or student at a university doing research involving rockets.
c) A member or representative of an educational organization involved in
research or other uses of rockets. There are two such organizations: 
The Tripoli Rocketry Association and the National Association of Rocketry.
Members of either organization must demonstrate proficiency in construction
and flight before they are allowed to purchase large motors on their own.

The FAA will issue a waiver of its regulations, upon request, to any 
organization which can persuade them it has taken adequate precautions 
to avoid conflicts with aircraft. The usual stipulations are:
- Only operation up to a specified ceiling is allowed. Depending on the
location, this ceiling may be from 5000 to 50000 feet AGL. 
- The operator of the rocket is responsible for avoiding any aircraft
within the operating radius around the launch site.
- Flight into clouds or beyond visual range in haze is expressly prohibited.
- The FAA will provide a NOTAM informing other users of the airspace that
unmanned rocket operations are taking place at the specified place and time.

Most of the launches that are held (and there are dozens of them every year)
are held in areas where air traffic is relatively light, such as over the
western deserts (the Black Rock Desert north of Reno is particularly popular
since it is 25 x 150 miles of *nothing to hit* on the ground).

The two rocketry associations test and approve motors for their members'
use, to insure safety. Depending on motor size, the launcher setback is
from 50 to 500 or more feet. 

By the way, rockets under 1 lb and powered by an ""F"" motor are exempt from
most Federal regulations on unmanned rockets anyway. See FAR 101, Subpart
C, for details.

As for recovery...although the higher altitude rockets can reach up to
50,000 feet, most of them only get to 2,000 to 5,000 feet. The typical
rocket is 2 to 6 inches in diameter, and carries a 3 to 6 foot parachute,
or multiple parachutes, depending on the payload. Many rockets also carry
either a small transmitter or an audio sounder--particularly at launches
in the eastern US, where there are more obstructions.

Camera, telemetry transmitter, and video payloads are becoming quite common.


Why not? It's a lot of fun...check out the traffic on rec.models.rockets
for information about the model (3 lb and under) and high power (everything
bigger) rocket hobbies. As with all dangerous activities, the key is to
practice safety. I've been flying consumer rockets ranging up to 4-5 lbs
takeoff weight for 27 years, and still have all my extremities intact.


That's another thing. NO EXPLOSIVE WARHEADS OF ANY KIND ARE ALLOWED ON THESE
ROCKETS. NONE! Please forgive me for shouting, but that's one of the biggest
misconceptions people have about our hobby. 

True. But it will not be related to the rocket hobby, unless I get 
hit while crossing a road with a rocket in my hand. ",1
828,"Sorry but I forgot this ps.

Right now my sight is getting news about two weeks behind so it's 
kind of necessary (to me) that any responses be sent to me directly.


Thanks a lot",1
829,"

At the cost of repudiating the FAQ, I think too much is made of the
strong vs weak atheism issue, although in the context of alt.atheism,
where we're continually attacked on the basis that strong atheists
""believe"" in the non-existence of god, I think the separation is a
valid one.

To cover my arse, what I'm trying to say is that there is an
infinitely grey area between weak and strong, as well as between
strong and the unattainable mathematical atheism (I wish!).  Whereas I
_logically_ can only support the weak atheist position, in effect I am
a strong atheist (and wish I could be a mathematical one).  To
justify my strong atheist position I believe I need only show that
the evidence presented in favour of any of the gods under scrutiny
is faulty.

If I read the FAQ correctly, no argument for the existence of god
(generic, as represented by mainstream theologians) has ever been
found to be unassailable.  To me this is adequate evidence that the
_real_god_ is undefinable (or at least no definition has yet been
found to be watertight), which in turn I accept as sufficient to
base a disbelief in each and every conceivable god.

I'm a little fuzzy on the edges, though, so opinions are welcome
(but perhaps we should change the thread subject).",0
830,"
: 	Nice cop out bill.

I'm sure you're right, but I have no idea to what you refer. Would you
mind explaining how I copped out?",0
831,"[Lots of stuff about how the commerical moonbase=fantasyland]

Then what do you believe will finally motivate people to leave the  
earth?  I'm not trying to flame you.  I just want to know where you  
stand.

-Chuck
---
*******************************************************************

	Chuck Chung				(919) 660-2539 (O)
	Duke University Dept. of Physics	(919) 684-1517 (H)
	Durham, N.C.      27706			cchung@phy.duke.edu
	
	""If pro is the opposite of con, 
		then what is the opposite of progress?""",1
832,"From article <C5owCB.n3p@world.std.com>, by tombaker@world.std.com (Tom A Baker):


My understanding is that the 'expected errors' are basically
known bugs in the warning system software - things are checked
that don't have the right values in yet because they aren't
set till after launch, and suchlike. Rather than fix the code
and possibly introduce new bugs, they just tell the crew
'ok, if you see a warning no. 213 before liftoff, ignore it'.",1
